"Collection Name","Title#1","State#1","County#1","USGS Quadrangle#1","Name#1","Name Part#1","Name Part Date#1","Name Role Term Text#1","Name Type#1","Name Authority#1","Type of Resource#1","Date Issued#1","Language Term#1","Language Term Code#1","Language Term Code Authority#1","Internet Media Type#1","Extent#1","Digital Origin#1","Geographic Note#1","Mine Note#1","Commodity Note#1","Landmark Note#1","Note#1","Commodity Note#2","Landmark Note#2","Note#2","Subject Topic#1","Subject Authority#1","Scale#1","Coordinates#1","Meridian#1","Public Land Survey Location#1","Geo-Location Point#1","Longitude (DD)#1","Latitude (DD)#1","Longitude (DMS)#1","Latitude (DMS)#1","Classification#1","Classification Authority#1","Related Item#1","Related Item Type#1","Related Item Identifier#1","Related Item#2","Related Item Type#2","Related Item Identifier#2","Identifier ARK#1","Identifier#2","Identifier Type#2","Physical Location#1","Physical Location Type#1","Rights#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Mining Maps of Colorado","Map of Sec.6, T.1N.R.71.W","CO","Boulder county","Gold Hill","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1919","English","eng","iso639-2b","image/jpeg","33 x 69 cm","reformatted digital","Rowena","Little Alice (mine shaft), Helena (mine shaft), Little Willie (mine shaft), Pettie May, Hong Kong, J.U. Marlow, Montana, Helena, Woodchuck, Old England, Chicago, Fifty-nine (Horsfal), Octavia, Jabe Jackson, Grand Republic, Mower, Yellowstone, Cayusa, A.B.C., Montezuma, Two Sisters, Horseshoe, Lucy R., Willie W., Henry M., Gowanda No.2, Snow Bound, Contention, Mohawk Belle, Indicator, Donna Anna, Pittsburgh, Ogallalah, Garfield, Sunny Belle, Grand Crossing, Belle of Memphis, Major, Red Rock","","","","","Summit of Big Horn Mountain, Spruce Gulch","","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 23' 07""/N 40° 04' 51""","6th","Sec.6, T.1N.R.71.W","Center Section 6","-105.3854","40.0811","W 105° 23' 07""","N 40° 04' 51""","310","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 30-20","","","","https://ark.colorado.edu/ark:/47540/d3543h25t2xb","433210","local","University of Colorado Boulder Map Library","current","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html. ","1100538","4844","mesc_miningMaps_43321000.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100538~141518"
"Mining Maps of Colorado","Map of Sec.20, T.1N.R.72W.","CO","Boulder county","Gold Hill","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1920","English","eng","iso639-2b","image/jpeg","60.5 x 66.5 cm","reformatted digital","Sunset","Brown et al. (placer), Gov. Routt, Skandia, Native Silver, Evening Star, Daisy Dee, Clara J., Hattie M., Dolly Varden (mine shaft), Lalla Rookh, Jack Pot, Golden Chest, Silver Resumption, Free Coinage, Poor Women, Gertrude, Red Hot, Centennial","","","","","Four Mile Creek, Pennsylvania Gulch, Bear Gulch, Todd Gulch","","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 28' 28""/N 40° 02' 07""","6th","Sec.20, T.1N.R.72W.","Center Section 20","-105.4747","40.0355","W 105° 28' 28""","N 40° 02' 07""","447","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 20-57, Box 1","","","","https://ark.colorado.edu/ark:/47540/xf615r06d3xk","433195","local","University of Colorado Boulder Map Library","current","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html. ","1100344","4844","mesc_miningMaps_43319500.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100344~141503"
"Mining Maps of Colorado","Map of Sec.22, T.1N.R.72W.","CO","Boulder county","Gold Hill","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1920","English","eng","iso639-2b","image/jpeg","63.5 x 65 cm, on sheet 70 x 69.5 cm","reformatted digital","Copper Rock","Giggey (placer), Colby (placer), Phillips (placer), Knight Templar, Pine Forest, Denver Girl, Medicine Man, Orphan Boy, Baby Blanche, Silent Friend, Cashier, Nellie Blye, Sucker Boy, Odin, Christian Science, Summerville, Northern Cross","","","","","Four Mile Creek, Bald Mountain, Potato Gulch, Spruce Gulch, Ward Branch, Eldora Branch","","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 26' 14""/N 40° 02' 07""","6th","Sec.22, T.1N.R.72W.","Center Section 22","-105.4373","40.0355","W 105° 26' 14""","N 40° 02' 07""","446","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 18-31","","","","https://ark.colorado.edu/ark:/47540/3p8g9g08c1zz","433197","local","University of Colorado Boulder Map Library","current","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html. ","1100372","4844","mesc_miningMaps_43319700.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100372~141505"
"Mining Maps of Colorado","Map of Sec.13, T.1N.R.73W.","CO","Boulder county","Ward","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1925","English","eng","iso639-2b","image/jpeg","61.5 x 66 cm, on sheet 63.5 x 71.5 cm","reformatted digital","Bloomerville, Puzzler","Sunnyside, Gold Giant (placer), The Minerva (placer), Davis (mine shaft), Melvina (mine shaft), Puzzler (mine shaft), Golden Prince (mine shaft), Phoenix (mine shaft), Gray Bird (mine shaft), Rose of Doylton, Great Mogul, Matchless, Duncan, Red Bird, Red Elephant, Red Lion, Copper King, Rescue, Home Stake, Tenderfoot, Surprise, Lone Bill, Golden Circle, Parole, Enigma","","","","","Sunnyside Gulch, Left-hand Creek","Top right corner says ""1 mi. North to Ward""","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 30' 43""/N 40° 02' 59""","6th","Sec.13, T.1N.R.73W.","Center Section 13","-105.5122","40.05","W 105° 30' 43""","N 40° 02' 59""","345","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 18-26, Box 1","","","","https://ark.colorado.edu/ark:/47540/fb351v43p60v","433053","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1099787","4844","mesc_miningMaps_43305300.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1099787~141479"
"Mining Maps of Colorado","Map of Sec.18, T.1S.R.73W.","CO","Boulder county","Nederland","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1925","English","eng","iso639-2b","image/jpeg","61 x 66 cm, on sheet 65.5 x 72.5 cm","reformatted digital","Hessie, Grand Island","The Roberts (placer), Happy Valley No. 1 (placer), Happy Valley No. 2 (placer), The X-Ray (mine shaft), Alvord (placer), Anderson (placer)","","","","","Chittenden Mountain, South Fork of Middle Boulder Creek, North Fork of Middle Boulder Creek, Middle Boulder Creek","Shows plots of land belonging to St. Johns Cathedral, Theo A. Tufts, Ralph Pilts","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 36' 19""/N 39° 52' 40""","6th","Sec.18, T.1S.R.73W.","Center Section 18","-105.6053","39.8778","W 105° 36' 19""","N 39° 52' 40""","342","Local Accession Number","","","18 (no name)","","","","https://ark.colorado.edu/ark:/47540/z0701d98c2km","433060","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1099885","4844","mesc_miningMaps_43306000.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1099885~141486"
"Mining Maps of Colorado","Map of Sec. 19, T.2N.R.71W.","CO","Boulder county","Gold Hill","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1928","English","eng","iso639-2b","image/jpeg","63 x 65.5 cm, on sheet 64.5 x 71 cm","reformatted digital","Jamestown","Tillotson (placer), Simpson (placer), Emma (mine shaft), Willard (placer), Emily (mine shaft), E.W. Cobb (placer), Patterson (placer), Wauban (mine shaft), Hoodoo, Nations Treasur, Poorman, Pine, Oconto, Buckeye, Morning Glory, Xtenona, Bessie B. No.3, White Swan, Great Northern No.1, Great Northern No.2, Arapahoe, Bonanza King, Volens, Paradise Alley","","","","","Porphyry Mountain, Little James Creek, James Creek, Cleveland Gulch","","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 23' 07""/N 40° 07' 28""","6th","Sec. 19, T.2N.R.71W.","Center Section 19","-105.3854","40.1247","W 105° 23' 07""","N 40° 07' 28""","376","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 18-32, Box 1","","","","https://ark.colorado.edu/ark:/47540/bb4v4k47b7rc","433055","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1099815","4844","mesc_miningMaps_43305500.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1099815~141481"
"Mining Maps of Colorado","Map of Sec.13, T.2N.R.72W.","CO","Boulder county","Raymond","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1928","English","eng","iso639-2b","image/jpeg","63.5 x 65 cm","reformatted digital","","Golden Rule, Evening Star No.1, Evening Star No.2, Jumbo, Eighty Six (86), Blue Jay, California Giant, Mineral Point, Tom Boy, Little Floss, Nations Treasur, Arapahoe, Hoodoo, Big Thing, Burlington, Orphan Johnny, Mismet, Mt. Pleasant, Maud S., Maud S. No.2, Lucky Bill","Gold","","","Copper","Bald Mountain, Little James Creek","Shows plots of land belonging to Felix H. Dunbar","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 23' 59""/N 40° 08' 12""","6th","Sec.13, T.2N.R.72W.","Center Section 13","-105.3998","40.1369","W 105° 23' 59""","N 40° 08' 12""","325","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 19-45","","","","https://ark.colorado.edu/ark:/47540/w09m0b8821n8","433046","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1099689","4844","mesc_miningMaps_43304600.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1099689~141472"
"Mining Maps of Colorado","Map of Sec.17, T.1N.R.71W.","CO","Boulder county","Boulder","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1928","English","eng","iso639-2b","image/jpeg","60 x 70 cm","reformatted digital","Salina","Meyring (placer), Sayr (placer), Rowland (placer)","[Gold]","","","","Four Mile Creek, Home Sweet Home Gulch, Black Swan Mill Site","Bottom right corner says ""1/4 mi. S. to Crisman""","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 21' 59""/N 40° 03' 07""","6th","Sec.17, T.1N.R.71W.","Center Section 17","-105.3666","40.052","W 105° 21' 59""","N 40° 03' 07""","327","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott Map 20-64","","","","https://ark.colorado.edu/ark:/47540/qw2v3478008n","433045","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1099675","4844","mesc_miningMaps_43304500.tif","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1099675~142587"
"Mining Maps of Colorado","Map of Sec.20, T.2N.R.71W.","CO","Boulder county","Boulder","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1928","English","eng","iso639-2b","image/jpeg","65 x 66 cm, on sheet 65.5 x 75 cm","reformatted digital","","Emma J. (mine shaft), Patterson (placer), Wauban (mine shaft), Colfax (mine shaft), June (mine shaft), July (mine shaft)","","","","","Cleveland Gulch, Jenks Gulch, Central Gulch, Golden Age Hill","Bottom left says ""3/4 mi. West to Jamestown"", Bottom right says ""1/2 mi. South to Springdale""","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 21' 59""/N 40° 07' 28""","6th","Sec.20, T.2N.R.71W.","Center Section 20","-105.3666","40.1247","W 105° 21' 59""","N 40° 07' 28""","336","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 20-66","","","","https://ark.colorado.edu/ark:/47540/t3500m61g2hm","433059","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1099871","4844","mesc_miningMaps_43305900.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1099871~141485"
"Mining Maps of Colorado","Map of Sec.27, T.1S.R.73W.","CO","Boulder county","Nederland","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1928","English","eng","iso639-2b","image/jpeg","60.5 x 66 cm, on sheet 63.5 x 77 cm","reformatted digital","Phoenix","Phoenix (mine shaft), The Blue Grass (placer), Clyde (placer)","","","","","Tennessee Mountain, South Beaver Creek, North Beaver Creek, Boulder-Gilpin County Line","Top left corner says ""1/2 mi. North to Eldora"", Bottom right corner says ""2 1/4 mi. S.E. to Rollinsville"", Shows plots of land belonging to Culver Inv. & Mining Co., Phoenix M.&M. Co., J.H. Brown","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 32' 56""/N 39° 56' 08""","6th","Sec.27, T.1S.R.73W.","Center Section 27","-105.5491","39.9356","W 105° 32' 56""","N 39° 56' 08""","413","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 17-7","","","","https://ark.colorado.edu/ark:/47540/200f3k43d7vs","433073","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100065","4844","mesc_miningMaps_43307300.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100065~141669"
"Mining Maps of Colorado","Map of Sec.28, T.2N.R.71W.","CO","Boulder county","Boulder","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1928","English","eng","iso639-2b","image/jpeg","62.5 x 70.5 cm","reformatted digital","Springdale","Buckingham (placer), Lee (placer), Consol'd (placer), Tony (placer), German (mine shaft), Lafourcade (placer), Rip Van Dam (mine shaft), Denver Consolidated (placer), Higbee (placer), Junction (camp?), Big Blossom, Grand Central, Little Bessie, King Wilhelm, Badger, Rip Van Dam, Ellen, Franklin, Steamboat, J. Alden Smith","","","","","Mineral Spring, James Creek, Left-hand Creek","","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 20' 51""/N 40° 06' 36""","6th","Sec.28, T.2N.R.71W.","Center Section 28","-105.3477","40.1101","W 105° 20' 51""","N 40° 06' 36""","316","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 19-40","","","","https://ark.colorado.edu/ark:/47540/sw3t942662hg","433066","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1099968","4844","mesc_miningMaps_43306600.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1099968~141662"
"Mining Maps of Colorado","Map of Sec.32, T.2N.R.71W.","CO","Boulder county","Boulder","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1928","English","eng","iso639-2b","image/jpeg","56.5 x 66 cm, on sheet 63.5 x 75 cm","reformatted digital","","The Matilda (mine shaft), The Nugget (mine shaft), Consolidated (placer), Tony (placer), Pioneer (placer)","","","","","Nugget Hill, Left-hand Creek","Bottom middle says ""1/4 mi. South is Glendale"", Top right corner says ""1/2 mi. North is Springdale""","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 21' 59""/N 40° 05' 44""","6th","Sec.32, T.2N.R.71W.","Center Section 32","-105.3666","40.0956","W 105° 21' 59""","N 40° 05' 44""","321","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 19-39, Box 1","","","","https://ark.colorado.edu/ark:/47540/sb443t37j0pd","433058","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1099857","4844","mesc_miningMaps_43305800.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1099857~141484"
"Mining Maps of Colorado","Map of Sec.36, T.1N.R.72W.","CO","Boulder county","Gold Hill","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1928","English","eng","iso639-2b","image/jpeg","62 x 70.5 cm","reformatted digital","","Merry Widow (mine shaft), Eureka (mine shaft), Luckie 3 (mine shaft), Black Diamond (mine shaft), The Zephyr (mine shaft), Fair Count (mine shaft), Pine Shade, Porphyry Nugget, Luckie 5, Power, Blank Ant, Black Diamond, Meriden, Patterson, June Bug, Lookout, Clipper, Pleasant Dream, Mt. Pisgah, Olive, Oregon, Zulu, Cherokee, Sparkling Jewel, Big John No.2, Wayside, Miolothian Florence, Luzon, Golden Eagle, Success No.1, Western (extension), Monumental City, Susie L., Oro, Grace, Parker, March Wind, Red Bird","","","","","North Boulder Creek, Middle Boulder Creek, Boulder Falls, Base Line","","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 23' 59""/N 40° 00' 23""","6th","Sec.36, T.1N.R.72W.","Center Section 36","-105.3998","40.0066","W 105° 23' 59""","N 40° 00' 23""","369","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 17-4","","","","https://ark.colorado.edu/ark:/47540/r29j30345742","433061","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1099899","4844","mesc_miningMaps_43306100.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1099899~141487"
"Mining Maps of Colorado","Map of Sec.4, T.1S.R.73W.","CO","Boulder county","Nederland","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1928","English","eng","iso639-2b","image/jpeg","60.5 x 63 cm, on sheet 60.5 x 70 cm","reformatted digital","Caribou","Congo Chief, Park (placer), Josie Mansfield (placer), Carroll (placer), Idaho (extension)","","","","","Horseshoe Creek, Park Creek, De Londe Creek, Park Reservoir","","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 34' 04""/N 39° 59' 35""","6th","Sec.4, T.1S.R.73W.","Center Section 4","-105.5678","39.9933","W 105° 34' 04""","N 39° 59' 35""","378","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 17-6","","","","https://ark.colorado.edu/ark:/47540/dr6g6c68d3z0","433179","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100149","4844","mesc_miningMaps_43317900.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100149~141675"
"Mining Maps of Colorado","Map of Sec.8, T.1N.R.71W.","CO","Boulder county","Boulder","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1928","English","eng","iso639-2b","image/jpeg","60 x 75 cm","reformatted digital","Sunshine","General John, Phebe, Canandaigua, Sussex, Miner's Hope, Carpet Bagger, Captain Johnson, I.O.U., Tillie Butzel, Second Advent, Baxter (mine shaft), Hyatt Leach, Jumbo, Charcoal, Monongahela, White Eagle, Shoo Fly, Maximillian (tunnel), Friend in Need, Minnie Bell, Mable W., Pilot, Queen of the West, Norma Belle, Santa Clara, Nil Desperandum, Silver Harp, Argo","","","","","Spruce Gulch, Link Gulch","","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 21' 59""/N 40° 03' 59""","6th","Sec.8, T.1N.R.71W.","Center Section 8","-105.3666","40.0665","W 105° 21' 59""","N 40° 03' 59""","340","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 20-59","","","","https://ark.colorado.edu/ark:/47540/4w8n7k63b653","433194","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100330","4844","mesc_miningMaps_43319400.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100330~141502"
"Mining Maps of Colorado","Map of Sec. 24, T.1N.R.72W.","CO","Boulder county","Sugarloaf","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1929","English","eng","iso639-2b","image/jpeg","64.5 x 48.5 cm","reformatted digital","","J.S. Hill (placer), Forest, Ogallalah","","","","","","F.C. Armstrong drawing originally; traced by Henry A. Drumm on Oct. 17, 1929","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 50'","W 105° 26' 53""/N 40° 02' 33""","6th","Sec. 24, T.1N.R.72W.","Center Section 24","-105.4481","40.0426","W 105° 26' 53""","N 40° 02' 33""","46","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 19-35","","","","https://ark.colorado.edu/ark:/47540/wr7t1f7498gk","433212","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100564","4844","mesc_miningMaps_43321200.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100564~141520"
"Mining Maps of Colorado","Map of Sec.8, T.1S.R.71W.","CO","Boulder county","Eldorado Springs","United States Department of the Interior","United States. Department of the Interior","","Cartographer","corporate","naf","cartographic","1930","English","eng","iso639-2b","image/jpeg","42 x 51 cm, on sheet 43.5 x 54 cm","reformatted digital","","Eclipse (mill site), Eclipse, May Blossom, Sherry, Potosi, Maggie","","","","","","","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 396'","W 105° 33' 41""/N 39° 58' 44""","6th","Sec.8, T.1S.R.71W.","Center Section 8","-105.5614","39.9789","W 105° 33' 41""","N 39° 58' 44""","60","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 18-29, Box 1","","","","https://ark.colorado.edu/ark:/47540/vr082h32c531","433215","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100600","4844","mesc_miningMaps_43321500.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100600~141523"
"Mining Maps of Colorado","Alton Tunnel Mining Property","CO","Boulder county","Nederland","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1931","English","eng","iso639-2b","image/jpeg","42.5 x 74.5 cm","reformatted digital","Cardinal","Rajah (lode), Sultal (lode), Munsey, Pennsylvania, Colorado, Jasper, Pine Shade, Skipper, Cold Spring, Crystal No.1, Mammoth No.1, Blue Jay, Burke, Black Diamond, Minnie Foy, Porphyry, Sunset No.2, Little Jimmie, Mamie","","","","","Boulder County Mill, Boulder County Tunnel, Caribou or Coon Trail Creek, Auto Road to Nederland and Boulder, Sherwood Gulch, Alton Tunnel, Cardinal Tunnel, Cardinal Station, Beddick Shaft, Conger Shaft, Sovereign People Shaft","","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 32' 21""/N 39° 58' 05""","6th","Sec.10, T.1S.R.73W.","Center Section 10","-105.5392","39.9683","W 105° 32' 21""","N 39° 58' 05""","324","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 19-36","","","","https://ark.colorado.edu/ark:/47540/h00w6w04r9rg","433204","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100461","4844","mesc_miningMaps_43320400.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100461~141512"
"Mining Maps of Colorado","Map of Sec.31, T.2N.R.71W.","CO","Boulder county","Gold Hill","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1931","English","eng","iso639-2b","image/jpeg","58 x 72 cm","reformatted digital","","Roman Eagle, Czarina, Star of the North, Junction, Eagle of the West, Fat Contributor, Nugget, Maid of Erin, Alamo","","","","","Nugget Hill, Brunch St. Gulch, Slaughterhouse Gulch","Bottom left corner says ""1/2 mile South to Rowena"", Top right corner says ""1 mile North to Jamestown"", Shows plots of land belonging to Anson Burch","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 23' 07""/N 40° 05' 44""","6th","Sec.31, T.2N.R.71W.","Center Section 31","-105.3854","40.0956","W 105° 23' 07""","N 40° 05' 44""","313","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 20-68","","","","https://ark.colorado.edu/ark:/47540/dg7s8m7633p0","433067","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1099982","4844","mesc_miningMaps_43306700.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1099982~141663"
